row,project_uid,primary_investigator_uid,creation_date,assigned_to
1,1,1,4/20/2011,NULL
2,2,2,4/20/2011,NULL
3,3,3,4/20/2011,NULL
4,4,4,4/21/2011,NULL
5,5,4,4/21/2011,NULL
6,6,4,4/21/2011,NULL
7,7,5,4/25/2011,NULL
8,8,6,5/2/2011,NULL
9,9,7,5/4/2011,NULL
10,10,8,5/4/2011,NULL
11,11,8,5/4/2011,NULL
12,12,9,5/10/2011,NULL
13,13,10,5/11/2011,NULL
14,14,11,5/11/2011,NULL
15,15,12,5/12/2011,NULL
16,16,13,5/12/2011,NULL
17,17,14,5/12/2011,NULL
18,18,7,5/13/2011,NULL
19,19,15,5/17/2011,NULL
20,20,16,5/17/2011,NULL
21,21,17,5/23/2011,NULL
22,22,18,6/2/2011,NULL
23,23,19,6/2/2011,NULL
24,24,9,6/2/2011,NULL
25,25,20,6/8/2011,NULL
26,26,20,6/8/2011,NULL
27,27,13,6/10/2011,NULL
28,28,16,6/10/2011,NULL
29,29,21,6/20/2011,NULL
30,30,22,6/23/2011,NULL
31,31,23,6/23/2011,NULL
32,32,24,6/24/2011,NULL
33,33,3,6/24/2011,NULL
34,34,25,6/29/2011,NULL
35,35,25,7/6/2011,NULL
36,36,7,7/6/2011,NULL
37,37,26,7/7/2011,NULL
38,38,27,7/18/2011,NULL
39,39,14,7/21/2011,NULL
40,40,28,7/22/2011,NULL
41,41,5,8/5/2011,NULL
42,42,12,8/5/2011,NULL
43,43,12,8/12/2011,NULL
44,44,5,8/16/2011,NULL
45,45,29,8/18/2011,NULL
46,46,4,8/22/2011,NULL
47,47,30,8/24/2011,NULL
48,48,31,8/25/2011,NULL
49,49,32,9/6/2011,NULL
50,50,16,9/6/2011,NULL
51,51,33,9/23/2011,NULL
52,52,16,9/23/2011,NULL
53,53,5,9/28/2011,NULL
54,54,25,10/4/2011,NULL
55,55,34,10/6/2011,NULL
56,56,35,10/6/2011,NULL
57,57,13,10/12/2011,NULL
58,58,36,10/12/2011,NULL
59,59,37,10/18/2011,NULL
60,60,37,10/18/2011,NULL
61,61,38,10/18/2011,NULL
62,62,39,10/26/2011,NULL
63,63,40,10/31/2011,NULL
64,64,41,11/3/2011,NULL
65,65,4,11/15/2011,NULL
66,66,37,11/18/2011,NULL
67,67,42,12/9/2011,NULL
68,68,43,12/13/2011,NULL
69,69,36,12/13/2011,NULL
70,70,35,12/13/2011,NULL
71,71,44,12/13/2011,NULL
72,72,19,12/19/2011,NULL
73,73,45,12/20/2011,NULL
74,74,16,12/22/2011,NULL
75,75,11,1/5/2012,NULL
76,76,45,1/23/2012,NULL
77,77,45,1/23/2012,NULL
78,78,46,1/24/2012,NULL
79,79,47,1/24/2012,NULL
80,80,10,2/9/2012,NULL
81,81,35,2/9/2012,NULL
82,82,9,2/9/2012,NULL
83,83,48,2/10/2012,NULL
84,84,49,2/17/2012,NULL
85,85,17,2/23/2012,NULL
86,86,50,2/27/2012,NULL
87,87,4,2/27/2012,NULL
88,88,51,3/6/2012,NULL
89,89,52,3/20/2012,NULL
90,90,53,3/20/2012,NULL
91,91,48,3/21/2012,NULL
92,92,48,3/26/2012,NULL
93,93,48,3/27/2012,NULL
94,94,4,3/30/2012,NULL
95,95,17,4/2/2012,NULL
96,96,45,4/3/2012,NULL
97,97,15,4/4/2012,NULL
98,98,54,4/9/2012,NULL
99,99,4,4/9/2012,NULL
100,100,29,4/9/2012,NULL
101,101,17,4/9/2012,NULL
102,102,47,4/9/2012,NULL
103,103,16,4/9/2012,NULL
104,104,50,4/12/2012,NULL
105,105,55,4/12/2012,NULL
106,106,56,4/17/2012,NULL
107,107,4,4/17/2012,NULL
108,108,45,4/17/2012,NULL
109,109,45,4/17/2012,NULL
110,110,45,4/17/2012,NULL
111,111,39,4/17/2012,NULL
112,112,50,4/20/2012,NULL
113,113,57,4/20/2012,NULL
114,114,58,4/20/2012,NULL
115,115,14,5/9/2012,NULL
116,116,4,5/10/2012,NULL
117,117,59,5/15/2012,NULL
118,118,25,5/15/2012,NULL
119,119,43,5/15/2012,NULL
120,120,57,5/21/2012,NULL
121,121,60,5/22/2012,NULL
122,122,7,5/23/2012,NULL
123,123,50,5/24/2012,NULL
124,124,61,5/29/2012,NULL
125,126,16,5/31/2012,NULL
126,127,43,5/31/2012,NULL
127,128,4,5/31/2012,NULL
128,129,62,5/31/2012,NULL
129,130,25,5/31/2012,NULL
130,131,63,5/31/2012,NULL
131,133,49,6/1/2012,NULL
132,134,12,6/1/2012,NULL
133,135,9,6/1/2012,NULL
134,136,7,6/5/2012,NULL
135,137,25,6/5/2012,NULL
136,139,50,6/5/2012,NULL
137,140,65,6/6/2012,NULL
138,141,45,6/6/2012,NULL
139,142,66,6/6/2012,NULL
140,144,67,6/7/2012,NULL
141,145,25,6/8/2012,NULL
142,146,68,6/8/2012,NULL
143,147,5,6/8/2012,NULL
144,148,50,6/19/2012,NULL
145,149,50,6/19/2012,NULL
146,150,12,6/19/2012,NULL
147,151,50,6/20/2012,NULL
148,152,47,6/21/2012,NULL
149,153,15,6/20/2012,NULL
150,154,69,6/25/2012,NULL
151,155,4,6/26/2012,NULL
152,156,16,6/26/2012,NULL
153,157,43,6/27/2012,NULL
154,158,70,7/2/2012,NULL
155,159,16,7/2/2012,NULL
156,160,16,7/2/2012,NULL
157,161,16,7/2/2012,NULL
158,163,16,7/2/2012,NULL
159,164,16,7/3/2012,NULL
160,165,50,7/11/2012,NULL
161,166,48,7/17/2012,NULL
162,167,15,7/17/2012,NULL
163,168,4,7/17/2012,NULL
164,169,49,7/18/2012,NULL
165,170,37,7/26/2012,NULL
166,171,50,7/26/2012,NULL
167,172,65,7/26/2012,NULL
168,173,35,7/31/2012,NULL
169,174,15,7/31/2012,core
170,175,47,8/2/2012,NULL
171,176,43,8/7/2012,NULL
172,177,54,8/9/2012,NULL
173,178,55,8/9/2012,NULL
174,179,36,8/9/2012,NULL
175,180,71,8/9/2012,NULL
176,181,15,8/13/2012,NULL
177,182,70,8/15/2012,NULL
178,183,72,8/16/2012,NULL
179,184,17,8/28/2012,NULL
180,185,7,8/28/2012,NULL
181,186,49,8/29/2012,NULL
182,187,73,8/29/2012,NULL
183,188,68,8/29/2012,NULL
184,189,74,9/4/2012,NULL
185,190,43,9/4/2012,NULL
186,191,75,9/5/2012,core
187,192,76,9/5/2012,NULL
188,193,50,9/5/2012,NULL
189,194,16,9/6/2012,NULL
190,195,25,9/6/2012,NULL
191,196,47,9/7/2012,NULL
192,197,9,9/10/2012,NULL
193,198,9,9/10/2012,NULL
194,199,77,9/7/2012,NULL
195,200,66,9/12/2012,NULL
196,201,37,9/12/2012,NULL
197,202,14,9/12/2012,NULL
198,203,16,9/13/2012,NULL
199,204,73,9/14/2012,NULL
200,205,45,9/17/2012,NULL
201,206,16,9/17/2012,NULL
202,207,45,9/26/2012,NULL
203,208,50,9/27/2012,NULL
204,209,47,10/1/2012,NULL
205,210,79,10/3/2012,NULL
206,211,57,10/5/2012,NULL
207,212,20,10/5/2012,NULL
208,213,80,10/5/2012,NULL
209,214,51,10/15/2012,NULL
210,215,81,10/17/2012,NULL
211,216,82,10/24/2012,NULL
212,217,83,10/25/2012,NULL
213,218,48,10/26/2012,NULL
214,219,84,10/30/2012,NULL
215,220,4,10/31/2012,NULL
216,221,16,11/1/2012,NULL
217,222,16,11/1/2012,core
218,223,16,11/1/2012,NULL
219,224,16,11/1/2012,NULL
220,225,15,11/2/2012,NULL
221,226,85,11/5/2012,NULL
222,227,68,11/5/2012,NULL
223,228,23,11/5/2012,NULL
224,229,39,11/5/2012,NULL
225,230,16,11/7/2012,NULL
226,231,56,11/12/2012,NULL
227,232,36,11/12/2012,NULL
228,233,50,11/12/2012,core
229,234,65,11/12/2012,NULL
230,235,84,11/20/2012,NULL
231,236,4,11/20/2012,NULL
232,237,7,12/4/2012,NULL
233,238,36,12/5/2012,NULL
234,239,16,12/5/2012,NULL
235,240,86,12/6/2012,NULL
236,241,15,12/6/2012,NULL
237,242,57,12/7/2012,NULL
238,243,37,12/12/2012,NULL
239,244,45,12/12/2012,NULL
240,245,45,12/14/2012,NULL
241,246,23,12/20/2012,NULL
242,247,48,12/21/2012,NULL
243,248,86,12/21/2012,NULL
244,249,66,12/28/2012,NULL
245,250,66,12/28/2012,NULL
246,251,87,1/2/2013,NULL
247,252,88,1/10/2013,NULL
248,253,83,1/10/2013,NULL
249,254,47,1/10/2013,NULL
250,255,39,1/11/2013,NULL
251,256,15,1/15/2013,NULL
252,257,89,1/15/2013,NULL
253,258,16,1/15/2013,NULL
254,259,43,1/16/2013,NULL
255,260,90,1/22/2013,NULL
256,261,36,1/23/2013,NULL
257,262,4,1/23/2013,NULL
258,263,16,1/24/2013,NULL
259,264,57,1/24/2013,NULL
260,265,9,1/24/2013,NULL
261,266,50,1/25/2013,NULL
262,267,66,1/25/2013,NULL
263,268,91,1/28/2013,NULL
264,269,36,1/30/2013,NULL
265,270,50,2/1/2013,NULL
266,271,68,2/4/2013,NULL
267,272,39,2/4/2013,NULL
268,273,4,2/7/2013,NULL
269,274,43,2/8/2013,NULL
270,275,66,2/8/2013,NULL
271,276,66,2/8/2013,NULL
272,277,66,2/8/2013,NULL
273,278,15,2/8/2013,NULL
274,279,93,2/11/2013,NULL
275,280,68,2/12/2013,NULL
276,281,8,2/20/2013,NULL
277,282,65,2/21/2013,NULL
278,283,16,2/21/2013,
279,284,9,2/21/2013,NULL
280,285,36,2/22/2013,NULL
281,286,49,2/22/2013,NULL
282,287,25,2/22/2013,NULL
283,288,25,2/22/2013,NULL
284,289,66,2/22/2013,NULL
285,290,92,2/25/2013,NULL
286,291,43,2/28/2013,NULL
287,292,43,3/1/2013,NULL
288,293,4,3/8/2013,NULL
289,294,15,3/8/2013,NULL
290,295,4,3/12/2013,
291,296,84,3/14/2013,NULL
292,297,66,3/15/2013,NULL
293,298,66,3/15/2013,NULL
294,299,94,3/19/2013,NULL
295,300,57,3/21/2013,NULL
296,301,15,3/21/2013,NULL
297,302,16,3/21/2013,NULL
298,303,16,3/22/2013,core
299,304,4,3/22/2013,NULL
300,305,37,3/25/2013,NULL
301,306,79,3/26/2013,NULL
302,307,91,3/26/2013,NULL
303,308,36,3/26/2013,NULL
304,309,47,3/27/2013,NULL
305,310,95,4/1/2013,NULL
306,311,92,4/4/2013,NULL
307,312,96,4/4/2013,NULL
308,313,16,4/4/2013,NULL
309,314,13,4/4/2013,NULL
310,315,9,4/9/2013,NULL
311,316,82,4/12/2013,NULL
312,317,97,4/16/2013,NULL
313,318,57,4/17/2013,NULL
314,319,15,4/24/2013,NULL
315,320,36,4/24/2013,NULL
316,321,80,4/24/2013,core
317,322,98,4/24/2013,NULL
318,323,99,4/26/2013,NULL
319,324,91,4/30/2013,NULL
320,325,90,5/3/2013,NULL
321,326,8,5/3/2013,NULL
322,327,16,5/9/2013,NULL
323,328,7,5/9/2013,NULL
324,329,16,5/9/2013,NULL
325,330,90,5/9/2013,core
326,331,16,5/10/2013,NULL
327,332,37,5/13/2013,NULL
328,333,16,5/16/2013,core
329,334,65,5/20/2013,NULL
330,335,15,5/22/2013,NULL
331,336,72,5/23/2013,NULL
332,337,75,5/24/2013,NULL
333,338,36,5/24/2013,
334,339,36,5/24/2013,
335,340,100,5/24/2013,NULL
336,341,16,5/24/2013,NULL
337,342,101,5/28/2013,NULL
338,343,43,6/3/2013,NULL
339,344,49,6/4/2013,user prep
340,345,102,6/7/2013,core
341,346,16,6/13/2013,NULL
342,347,25,6/13/2013,
343,348,17,6/13/2013,NULL
344,349,24,6/13/2013,NULL
345,350,9,6/14/2013,core
346,351,43,6/14/2013,NULL
347,352,43,6/14/2013,NULL
348,353,4,6/14/2013,core
349,354,50,6/17/2013,core
350,355,103,6/18/2013,
351,356,4,6/21/2013,NULL
352,357,36,6/21/2013,NULL
353,358,15,6/21/2013,NULL
354,359,104,6/24/2013,core
355,360,105,6/24/2013,core
356,361,106,6/26/2013,core
357,362,37,6/27/2013,N/A
358,363,36,6/28/2013,NULL
359,364,97,6/28/2013,
360,365,16,7/3/2013,NULL
361,366,4,7/3/2013,NULL
362,367,16,7/3/2013,core
363,368,16,7/11/2013,
364,369,103,7/17/2013,NULL
365,370,43,7/18/2013,
366,371,15,7/19/2013,
367,372,36,7/22/2013,
368,373,9,7/24/2013,user prep
369,374,107,7/25/2013,core
370,375,14,7/25/2013,core
371,376,23,7/25/2013,core
372,377,103,7/25/2013,
373,378,16,7/26/2013,core
374,379,96,7/29/2013,core
375,380,108,7/30/2013,core
376,381,66,7/31/2013,
377,382,66,7/31/2013,
378,383,4,7/31/2013,
379,384,65,7/31/2013,core
380,385,4,8/6/2013,core
381,386,109,8/6/2013,core
382,387,94,8/8/2013,core
383,388,110,8/9/2013,core
384,389,33,8/12/2013,core
385,390,111,8/13/2013,user prep
386,391,36,8/14/2013,NULL
387,392,4,8/14/2013,
388,393,112,8/14/2013,user prep
389,394,98,8/14/2013,core
390,395,37,8/15/2013,N/A
391,396,4,8/27/2013,core
392,397,16,8/28/2013,NULL
393,398,39,8/28/2013,core
394,399,16,8/28/2013,
395,400,77,8/29/2013,core
396,401,16,8/30/2013,
397,402,16,9/3/2013,core
398,403,91,9/6/2013,core
399,404,91,9/6/2013,core
400,405,66,9/6/2013,NULL
401,406,66,9/6/2013,NULL
402,407,15,9/6/2013,
403,408,67,9/9/2013,core
404,409,50,9/11/2013,core
405,410,43,9/12/2013,core
406,411,113,9/16/2013,core
407,412,25,9/16/2013,user prep
408,413,16,9/16/2013,core
409,414,114,9/16/2013,core
410,415,77,9/17/2013,
411,416,81,9/19/2013,core
412,417,115,9/19/2013,core
413,418,116,9/20/2013,N/A
414,419,103,9/20/2013,user prep
415,420,92,9/24/2013,core
416,421,96,9/27/2013,core
417,422,117,9/27/2013,core
418,423,66,9/27/2013,user prep
419,424,36,9/27/2013,user prep
420,425,37,10/1/2013,core
421,426,37,10/1/2013,
422,427,86,10/1/2013,user prep
423,428,44,10/3/2013,core
424,429,13,10/9/2013,core
425,430,13,10/9/2013,core
426,431,4,10/15/2013,core
427,432,15,10/15/2013,core
428,433,15,10/15/2013,core
429,434,33,10/16/2013,core
430,435,96,10/17/2013,core
431,436,118,10/17/2013,core
432,437,37,10/17/2013,core
433,438,80,10/17/2013,core
434,439,65,10/18/2013,user prep
435,440,16,10/21/2013,NULL
436,441,119,10/21/2013,core
437,442,50,10/22/2013,core
438,443,31,10/24/2013,core
439,444,29,10/25/2013,core
440,445,7,10/29/2013,
441,446,44,10/29/2013,core
442,447,120,10/31/2013,user prep
443,448,15,10/31/2013,core
444,449,98,11/4/2013,core
445,450,106,11/4/2013,core
446,451,121,11/18/2013,core
447,452,122,11/18/2013,core
448,453,44,11/19/2013,core
449,454,50,11/19/2013,
450,455,9,11/21/2013,
451,456,15,11/22/2013,NULL
452,457,15,11/22/2013,
453,458,15,11/22/2013,
454,459,65,11/26/2013,
455,460,8,11/26/2013,core
456,461,4,12/2/2013,core
457,462,30,12/2/2013,core
458,463,4,12/2/2013,core
459,464,123,12/4/2013,user prep
460,465,124,12/4/2013,core
461,466,86,12/6/2013,user prep
462,467,113,12/10/2013,core
463,468,45,12/11/2013,core
464,469,45,12/11/2013,core
465,470,7,12/20/2013,user prep
466,471,16,12/27/2013,core
467,472,8,1/3/2014,core
468,473,50,1/6/2014,core
469,474,45,1/6/2014,core
470,475,125,1/9/2014,core
471,476,118,1/10/2014,core
472,477,108,1/10/2014,core
473,478,7,1/15/2014,
474,479,16,1/15/2014,
475,480,16,1/15/2014,
476,481,4,1/15/2014,core
477,482,13,1/17/2014,core
478,483,126,1/20/2014,core
479,484,69,1/21/2014,user prep
480,485,52,1/22/2014,core
481,486,13,1/27/2014,core
482,487,86,1/27/2014,core
483,488,52,2/3/2014,core
484,489,50,2/4/2014,core
485,490,86,2/6/2014,user prep
486,491,87,2/7/2014,core
487,492,96,2/14/2014,core
488,493,48,2/14/2014,core
489,494,45,2/21/2014,core
490,495,4,2/21/2014,core
491,496,68,2/21/2014,core
492,497,65,2/24/2014,core
493,498,4,2/25/2014,core
494,499,16,3/5/2014,core
495,500,8,3/5/2014,core
496,501,127,3/5/2014,core
497,502,4,3/5/2014,core
498,503,9,3/11/2014,user prep
499,504,44,3/17/2014,core
500,505,128,3/17/2014,user prep
501,506,129,3/18/2014,core
502,507,130,3/19/2014,core
503,508,16,3/20/2014,core
504,509,16,3/20/2014,core
505,510,98,3/25/2014,core
506,511,33,3/31/2014,core
507,512,45,4/1/2014,core
508,513,86,4/1/2014,core
509,514,91,4/3/2014,user prep
510,515,120,4/3/2014,user prep
511,516,65,4/3/2014,core
512,517,7,4/4/2014,user prep
513,518,122,4/11/2014,core
514,519,9,4/16/2014,user prep
515,520,9,4/16/2014,user prep
516,521,131,4/17/2014,core
517,522,4,4/17/2014,
518,523,118,4/21/2014,core
519,524,66,4/23/2014,core
520,525,45,4/23/2014,core
521,526,8,4/28/2014,core
522,528,108,4/29/2014,core
523,529,118,5/6/2014,core
524,530,9,5/7/2014,user prep
525,531,35,5/7/2014,core
526,532,45,5/12/2014,
527,533,23,5/12/2014,core
528,534,6,5/14/2014,user prep
529,535,6,5/14/2014,core
530,536,123,5/15/2014,user prep
531,538,7,5/21/2014,user prep
532,539,4,5/21/2014,core
533,540,4,6/10/2014,core
534,541,87,6/10/2014,core
535,542,115,6/17/2014,user prep
536,543,132,6/18/2014,user prep
537,544,33,6/18/2014,core
538,545,33,6/23/2014,core
539,546,133,6/26/2014,core
540,547,87,6/27/2014,core
541,548,29,6/27/2014,core
542,549,23,7/3/2014,core
543,550,14,7/9/2014,NULL
544,551,5,7/11/2014,user prep
545,552,134,7/11/2014,core
546,553,66,7/11/2014,core
547,554,7,7/11/2014,user prep
548,555,4,7/14/2014,core
549,556,4,7/14/2014,core
550,557,135,7/17/2014,core
551,558,4,7/18/2014,core
552,559,136,7/24/2014,core
553,560,33,7/24/2014,user prep
554,561,66,7/25/2014,core
555,562,16,7/28/2014,core
556,563,132,7/29/2014,core
557,564,137,7/30/2014,
558,565,138,7/30/2014,core
559,566,13,7/31/2014,core
560,568,15,8/15/2014,user prep
561,569,15,8/15/2014,user prep
562,570,11,8/18/2014,core
563,571,90,8/19/2014,core
564,572,139,8/20/2014,core
565,573,66,9/10/2014,core
566,574,140,9/10/2014,core
567,575,129,9/12/2014,core
568,576,9,9/12/2014,user prep
569,577,86,9/12/2014,user prep
570,578,65,9/19/2014,core
571,579,30,9/23/2014,core
572,580,79,9/23/2014,core
573,581,141,9/25/2014,core
574,582,33,9/25/2014,core
575,583,33,9/25/2014,core
576,584,142,9/25/2014,user prep
577,585,7,9/26/2014,user prep
578,586,143,9/29/2014,core
579,588,98,10/3/2014,core
580,589,108,10/8/2014,core
581,590,68,10/9/2014,core
582,591,15,10/10/2014,NULL
583,592,50,10/16/2014,core
584,593,132,10/16/2014,core
585,594,80,10/17/2014,core
586,595,118,10/17/2014,core
587,596,33,10/24/2014,NULL
588,597,144,11/5/2014,user prep
589,598,145,11/5/2014,core
590,599,15,11/5/2014,core
591,600,33,11/5/2014,user prep
592,601,146,11/5/2014,NULL
593,602,33,11/11/2014,core
594,603,4,11/11/2014,core
595,604,9,11/11/2014,core
596,605,66,11/11/2014,core
597,606,66,11/13/2014,core
598,607,66,11/14/2014,core
599,608,115,11/14/2014,core
600,609,122,11/18/2014,
601,610,50,11/18/2014,core
602,611,4,11/19/2014,core
603,612,147,11/20/2014,core
604,613,49,11/21/2014,core
605,614,108,11/21/2014,core
606,615,106,11/21/2014,core
607,616,132,12/3/2014,
608,617,4,12/5/2014,core
609,618,71,12/12/2014,core
610,619,15,12/12/2014,
611,620,15,12/12/2014,
612,621,16,12/16/2014,NULL
613,622,16,12/16/2014,NULL
614,623,16,12/16/2014,core
615,624,58,12/16/2014,core
616,625,16,12/16/2014,NULL
617,626,23,12/16/2014,
618,627,16,12/19/2014,
619,628,9,12/23/2014,core
620,629,148,12/23/2014,core
621,630,7,12/23/2014,core
622,631,48,12/23/2014,core
623,632,149,1/5/2015,core
624,633,33,1/5/2015,user prep
625,634,150,1/9/2015,
626,635,33,1/12/2015,core
627,636,16,1/13/2015,
628,637,115,1/14/2015,core
629,638,118,1/15/2015,core
630,639,114,1/15/2015,core
631,640,16,1/15/2015,
632,641,145,1/16/2015,core
633,642,147,1/16/2015,core
634,643,15,1/16/2015,user prep
635,644,15,1/16/2015,user prep
636,645,15,1/16/2015,user prep
637,646,15,1/16/2015,user prep
638,647,15,1/16/2015,user prep
639,648,83,1/20/2015,core
640,649,11,1/28/2015,core
641,650,111,2/2/2015,core
642,651,49,2/3/2015,core
643,652,151,2/5/2015,core
644,653,8,2/6/2015,core
645,654,8,2/6/2015,core
646,655,122,2/11/2015,core
647,656,15,2/13/2015,user prep
648,657,136,2/13/2015,core
649,658,33,2/17/2015,user prep
650,659,98,2/18/2015,core
651,660,111,2/19/2015,core
652,661,152,2/20/2015,core
653,662,153,2/20/2015,core
654,663,149,2/23/2015,core
655,664,127,2/24/2015,core
656,665,15,2/26/2015,
657,666,15,2/26/2015,
658,668,129,3/2/2015,core
659,669,15,3/2/2015,
660,670,118,3/3/2015,core
661,671,154,3/9/2015,user prep
662,672,44,3/10/2015,core
663,673,145,3/10/2015,core
664,674,15,3/16/2015,core
665,675,16,3/17/2015,
666,676,16,3/17/2015,
667,677,91,3/17/2015,user prep
668,678,65,3/17/2015,core
669,679,147,3/18/2015,user prep
670,680,7,3/18/2015,user prep
671,681,114,3/19/2015,core
672,682,16,3/20/2015,
673,683,16,3/23/2015,
674,684,144,3/25/2015,core
675,685,4,3/27/2015,
676,686,154,4/3/2015,user prep
677,687,15,4/7/2015,
678,688,147,4/8/2015,core
679,689,16,4/8/2015,user prep
680,690,16,4/8/2015,user prep
681,691,16,4/8/2015,user prep
682,692,16,4/8/2015,user prep
683,693,16,4/8/2015,user prep
684,694,16,4/8/2015,user prep
685,695,16,4/8/2015,user prep
686,696,16,4/8/2015,user prep
687,697,16,4/8/2015,user prep
688,698,16,4/8/2015,user prep
689,699,16,4/8/2015,user prep
690,700,16,4/8/2015,user prep
691,701,16,4/10/2015,user prep
692,702,16,4/10/2015,core
693,703,122,4/13/2015,core
694,704,15,4/16/2015,user prep
695,705,91,4/16/2015,user prep
696,706,91,4/16/2015,user prep
697,707,9,4/20/2015,user prep
698,708,156,4/20/2015,core
699,709,106,4/21/2015,core
700,710,149,4/22/2015,core
701,711,23,4/22/2015,core
702,712,111,4/24/2015,core
703,713,147,4/24/2015,user prep
704,714,153,4/24/2015,core
705,716,23,4/28/2015,core
706,717,29,5/5/2015,core
707,718,147,5/6/2015,core
708,719,4,5/7/2015,core
709,720,158,5/8/2015,user prep
710,721,159,5/11/2015,core
711,722,160,5/13/2015,NULL
712,723,91,5/13/2015,user prep
713,724,7,5/14/2015,user prep
714,725,83,5/14/2015,core
715,726,147,5/21/2015,core
716,727,15,5/22/2015,user prep
717,728,145,5/26/2015,core
718,729,122,5/29/2015,
719,730,147,6/2/2015,user prep
720,731,9,6/2/2015,user prep
721,732,9,6/2/2015,user prep
722,733,31,6/4/2015,core
723,734,6,6/8/2015,core
724,735,81,6/10/2015,core
725,736,10,6/12/2015,core
726,737,16,6/15/2015,user prep
727,738,16,6/15/2015,user prep
728,739,161,6/18/2015,user prep
729,740,4,6/19/2015,core
730,741,84,6/19/2015,core
731,742,145,6/19/2015,core
732,743,4,6/19/2015,core
733,744,4,6/19/2015,core
734,745,44,9/8/2016,core
735,746,102,6/22/2015,core
736,747,147,6/24/2015,user prep
737,748,66,7/1/2015,core
738,749,7,7/2/2015,user prep
739,750,84,7/2/2015,core
740,751,123,7/7/2015,
741,752,162,7/10/2015,core
742,753,66,7/13/2015,core
743,754,106,7/13/2015,
744,755,39,7/13/2015,core
745,756,84,7/13/2015,core
746,757,79,7/20/2015,core
747,758,163,7/22/2015,core
748,759,15,7/23/2015,user prep
749,760,147,7/27/2015,core
750,761,164,7/28/2015,core
751,762,122,7/28/2015,core
752,763,165,7/30/2015,
753,764,44,8/3/2015,core
754,765,91,8/3/2015,user prep
755,766,166,8/5/2015,core
756,767,147,8/6/2015,user prep
757,768,33,8/7/2015,core
758,769,16,8/7/2015,user prep
759,770,122,8/10/2015,core
760,771,16,8/10/2015,core
761,772,156,8/11/2015,core
762,773,110,8/13/2015,core
763,774,118,8/14/2015,core
764,775,147,8/14/2015,user prep
765,776,104,8/17/2015,core
766,777,4,8/19/2015,core
767,778,167,8/19/2015,core
768,779,91,8/19/2015,user prep
769,780,91,8/19/2015,user prep
770,781,168,8/19/2015,user prep
771,782,169,8/20/2015,core
772,783,9,8/28/2015,user prep
773,784,147,8/31/2015,NULL
774,785,170,9/3/2015,core
775,786,31,9/3/2015,core
776,787,171,9/9/2015,core
777,788,86,9/11/2015,core
778,789,147,9/16/2015,user prep
779,790,108,9/16/2015,core
780,791,147,9/18/2015,user prep
781,792,145,9/18/2015,core
782,793,104,9/18/2015,core
783,794,172,9/21/2015,user prep
784,795,91,9/24/2015,user prep
785,796,91,9/25/2015,user prep
786,797,203,9/28/2015,user prep
787,798,172,9/29/2015,user prep
788,799,172,9/29/2015,user prep
789,800,16,9/29/2015,user prep
790,801,147,9/30/2015,user prep
791,802,16,10/1/2015,core
792,803,16,10/2/2015,user prep
793,804,16,10/5/2015,user prep
794,805,151,10/6/2015,core
795,806,15,10/7/2015,core
796,807,172,10/9/2015,user prep
797,808,147,10/14/2015,user prep
798,809,151,10/15/2015,core
799,810,145,10/21/2015,core
800,811,122,10/23/2015,core
801,812,147,10/23/2015,user prep
802,813,106,10/23/2015,core
803,814,45,10/27/2015,user prep
804,815,98,10/28/2015,core
805,816,16,11/4/2015,user prep
806,817,4,11/4/2015,core
807,818,15,11/5/2015,user prep
808,819,16,11/5/2015,core
809,820,16,11/5/2015,user prep
810,821,16,11/5/2015,user prep
811,822,16,11/5/2015,user prep
812,823,16,11/5/2015,user prep
813,824,16,11/5/2015,user prep
814,825,147,11/6/2015,user prep
815,826,66,11/10/2015,core
816,827,174,11/13/2015,core
817,828,145,11/17/2015,core
818,829,7,11/20/2015,user prep
819,830,98,11/30/2015,core
820,831,147,12/1/2015,user prep
821,832,166,12/1/2015,core
822,833,16,12/2/2015,user prep
823,834,10,12/3/2015,core
824,835,15,12/3/2015,user prep
825,836,108,12/3/2015,core
826,837,16,12/4/2015,user prep
827,838,16,12/4/2015,user prep
828,840,16,12/4/2015,NULL
829,841,16,12/4/2015,NULL
830,842,10,12/7/2015,
831,843,104,12/8/2015,core
832,844,166,12/8/2015,core
833,845,16,12/8/2015,user prep
834,846,168,12/9/2015,core
835,847,10,12/9/2015,user prep
836,848,33,12/10/2015,core
837,849,33,12/10/2015,user prep
838,850,33,12/10/2015,user prep
839,851,147,12/10/2015,user prep
840,852,45,12/11/2015,user prep
841,853,16,12/11/2015,user prep
842,854,16,12/11/2015,user prep
843,855,16,12/11/2015,user prep
844,856,16,12/11/2015,user prep
845,857,168,12/11/2015,core
846,858,86,12/11/2015,core
847,859,86,12/11/2015,core
848,860,71,12/11/2015,core
849,862,10,12/11/2015,user prep
850,863,122,12/14/2015,core
851,864,147,12/14/2015,core
852,865,66,12/14/2015,core
853,866,98,12/15/2015,
854,867,10,12/15/2015,core
855,868,16,12/17/2015,NULL
856,869,16,12/17/2015,NULL
857,870,91,12/17/2015,user prep
858,871,16,12/17/2015,NULL
859,872,16,12/17/2015,NULL
860,873,168,12/18/2015,core
861,874,48,12/21/2015,user prep
862,875,169,12/21/2015,core
863,876,48,12/22/2015,user prep
864,877,98,1/6/2016,core
865,878,168,1/11/2016,core
866,879,44,1/13/2016,core
867,880,44,1/13/2016,core
868,881,172,1/13/2016,user prep
